strategy, trial, beta, ecc, phi, n, x, y 
optimal, 157, 1.600, 100, 180, 2, 626, 749
optimal, 157, 1.600, 100, 180, 3, 616, 258
optimal, 157, 1.600, 100, 180, 4, 453, 432
stochastic, 158, 1.650, 100, 180, 1, 512, 512
stochastic, 158, 1.650, 100, 180, 2, 495, 400
stochastic, 158, 1.650, 100, 180, 3, 453, 432
optimal, 158, 1.650, 100, 180, 1, 512, 512
optimal, 158, 1.650, 100, 180, 2, 453, 432
stochastic, 159, 1.700, 100, 180, 1, 513, 512
stochastic, 159, 1.700, 100, 180, 2, 453, 432
optimal, 159, 1.700, 100, 180, 1, 513, 513
optimal, 159, 1.700, 100, 180, 2, 453, 432
stochastic, 160, 1.600, 100, 225, 1, 513, 512
stochastic, 160, 1.600, 100, 225, 2, 491, 715
stochastic, 160, 1.600, 100, 225, 3, 98, 484
stochastic, 160, 1.600, 100, 225, 4, 86, 693
stochastic, 160, 1.600, 100, 225, 5, 194, 288
stochastic, 160, 1.600, 100, 225, 6, 498, 39
stochastic, 160, 1.600, 100, 225, 7, 839, 174
stochastic, 160, 1.600, 100, 225, 8, 625, 24
stochastic, 160, 1.600, 100, 225, 9, 762, 720
stochastic, 160, 1.600, 100, 225, 10, 929, 732
stochastic, 160, 1.600, 100, 225, 11, 859, 428
stochastic, 160, 1.600, 100, 225, 12, 811, 192
stochastic, 160, 1.600, 100, 225, 13, 1013, 234
stochastic, 160, 1.600, 100, 225, 14, 458, 237
stochastic, 160, 1.600, 100, 225, 15, 212, 325
stochastic, 160, 1.600, 100, 225, 16, 321, 535
stochastic, 160, 1.600, 100, 225, 17, 115, 625
stochastic, 160, 1.600, 100, 225, 18, 297, 884
stochastic, 160, 1.600, 100, 225, 19, 238, 853
stochastic, 160, 1.600, 100, 225, 20, 301, 855
stochastic, 160, 1.600, 100, 225, 21, 313, 693
stochastic, 160, 1.600, 100, 225, 22, 507, 464
stochastic, 160, 1.600, 100, 225, 23, 204, 293
stochastic, 160, 1.600, 100, 225, 24, 438, 219
stochastic, 160, 1.600, 100, 225, 25, 792, 163
stochastic, 160, 1.600, 100, 225, 26, 846, 190
stochastic, 160, 1.600, 100, 225, 27, 846, 378
stochastic, 160, 1.600, 100, 225, 28, 719, 368
stochastic, 160, 1.600, 100, 225, 29, 549, 419
optimal, 160, 1.600, 100, 225, 1, 512, 512
optimal, 160, 1.600, 100, 225, 2, 549, 419
stochastic, 161, 1.650, 100, 225, 1, 512, 513
stochastic, 161, 1.650, 100, 225, 2, 234, 187
stochastic, 161, 1.650, 100, 225, 3, 168, 319
stochastic, 161, 1.650, 100, 225, 4, 340, 278
stochastic, 161, 1.650, 100, 225, 5, 629, 213
stochastic, 161, 1.650, 100, 225, 6, 641, 322
stochastic, 161, 1.650, 100, 225, 7, 549, 419
optimal, 161, 1.650, 100, 225, 1, 512, 513
optimal, 161, 1.650, 100, 225, 2, 549, 419
stochastic, 162, 1.700, 100, 225, 1, 513, 513
stochastic, 162, 1.700, 100, 225, 2, 549, 419
optimal, 162, 1.700, 100, 225, 1, 512, 512
optimal, 162, 1.700, 100, 225, 2, 549, 419
stochastic, 163, 1.600, 100, 270, 1, 513, 512
stochastic, 163, 1.600, 100, 270, 2, 871, 464
stochastic, 163, 1.600, 100, 270, 3, 522, 451
stochastic, 163, 1.600, 100, 270, 4, 445, 260
stochastic, 163, 1.600, 100, 270, 5, 880, 36
stochastic, 163, 1.600, 100, 270, 6, 409, 122
stochastic, 163, 1.600, 100, 270, 7, 504, 237
stochastic, 163, 1.600, 100, 270, 8, 329, 108
stochastic, 163, 1.600, 100, 270, 9, 509, 621
stochastic, 163, 1.600, 100, 270, 10, 611, 495
optimal, 163, 1.600, 100, 270, 1, 512, 513
optimal, 163, 1.600, 100, 270, 2, 626, 749
optimal, 163, 1.600, 100, 270, 3, 616, 258
optimal, 163, 1.600, 100, 270, 4, 270, 710
optimal, 163, 1.600, 100, 270, 5, 283, 253
optimal, 163, 1.600, 100, 270, 6, 741, 734
optimal, 163, 1.600, 100, 270, 7, 765, 253
optimal, 163, 1.600, 100, 270, 8, 259, 780
optimal, 163, 1.600, 100, 270, 9, 611, 495
stochastic, 164, 1.650, 100, 270, 1, 513, 513
stochastic, 164, 1.650, 100, 270, 2, 367, 663
stochastic, 164, 1.650, 100, 270, 3, 611, 495
optimal, 164, 1.650, 100, 270, 1, 512, 513
optimal, 164, 1.650, 100, 270, 2, 611, 495
stochastic, 165, 1.700, 100, 270, 1, 513, 512
stochastic, 165, 1.700, 100, 270, 2, 611, 495
optimal, 165, 1.700, 100, 270, 1, 512, 512
optimal, 165, 1.700, 100, 270, 2, 611, 495
stochastic, 166, 1.600, 100, 315, 1, 513, 513
stochastic, 166, 1.600, 100, 315, 2, 426, 703
stochastic, 166, 1.600, 100, 315, 3, 579, 587
optimal, 166, 1.600, 100, 315, 1, 512, 512
optimal, 166, 1.600, 100, 315, 2, 579, 587
stochastic, 167, 1.650, 100, 315, 1, 512, 512
stochastic, 167, 1.650, 100, 315, 2, 599, 436
stochastic, 167, 1.650, 100, 315, 3, 579, 587
optimal, 167, 1.650, 100, 315, 1, 513, 512
optimal, 167, 1.650, 100, 315, 2, 579, 587
stochastic, 168, 1.700, 100, 315, 1, 513, 512
stochastic, 168, 1.700, 100, 315, 2, 579, 587
optimal, 168, 1.700, 100, 315, 1, 512, 513
optimal, 168, 1.700, 100, 315, 2, 579, 587
stochastic, 169, 1.600, 225, 0, 1, 512, 513
stochastic, 169, 1.600, 225, 0, 2, 267, 602
stochastic, 169, 1.600, 225, 0, 3, 207, 677
stochastic, 169, 1.600, 225, 0, 4, 81, 135
stochastic, 169, 1.600, 225, 0, 5, 128, 234
stochastic, 169, 1.600, 225, 0, 6, 296, 359
stochastic, 169, 1.600, 225, 0, 7, 430, 574
stochastic, 169, 1.600, 225, 0, 8, 494, 335
stochastic, 169, 1.600, 225, 0, 9, 737, 512
optimal, 169, 1.600, 225, 0, 1, 513, 512
optimal, 169, 1.600, 225, 0, 2, 626, 749
optimal, 169, 1.600, 225, 0, 3, 616, 258
optimal, 169, 1.600, 225, 0, 4, 737, 512
stochastic, 170, 1.650, 225, 0, 1, 513, 512
stochastic, 170, 1.650, 225, 0, 2, 737, 512
optimal, 170, 1.650, 225, 0, 1, 513, 513
optimal, 170, 1.650, 225, 0, 2, 737, 512
stochastic, 171, 1.700, 225, 0, 1, 513, 512
stochastic, 171, 1.700, 225, 0, 2, 344, 529
stochastic, 171, 1.700, 225, 0, 3, 250, 667
stochastic, 171, 1.700, 225, 0, 4, 587, 812
stochastic, 171, 1.700, 225, 0, 5, 737, 512
optimal, 171, 1.700, 225, 0, 1, 512, 513
optimal, 171, 1.700, 225, 0, 2, 737, 512
stochastic, 172, 1.600, 225, 45, 1, 512, 512
stochastic, 172, 1.600, 225, 45, 2, 473, 388
stochastic, 172, 1.600, 225, 45, 3, 597, 461
stochastic, 172, 1.600, 225, 45, 4, 510, 719
stochastic, 172, 1.600, 225, 45, 5, 463, 761
stochastic, 172, 1.600, 225, 45, 6, 631, 704
optimal, 172, 1.600, 225, 45, 1, 512, 512
optimal, 172, 1.600, 225, 45, 2, 626, 749
optimal, 172, 1.600, 225, 45, 3, 616, 258
optimal, 172, 1.600, 225, 45, 4, 270, 710
optimal, 172, 1.600, 225, 45, 5, 283, 253
optimal, 172, 1.600, 225, 45, 6, 741, 734
optimal, 172, 1.600, 225, 45, 7, 765, 253
optimal, 172, 1.600, 225, 45, 8, 259, 780
optimal, 172, 1.600, 225, 45, 9, 243, 253
optimal, 172, 1.600, 225, 45, 10, 777, 755
optimal, 172, 1.600, 225, 45, 11, 777, 241
optimal, 172, 1.600, 225, 45, 12, 234, 715
optimal, 172, 1.600, 225, 45, 13, 259, 256
optimal, 172, 1.600, 225, 45, 14, 769, 782
optimal, 172, 1.600, 225, 45, 15, 773, 265
optimal, 172, 1.600, 225, 45, 16, 269, 803
optimal, 172, 1.600, 225, 45, 17, 244, 236
optimal, 172, 1.600, 225, 45, 18, 785, 760
optimal, 172, 1.600, 225, 45, 19, 768, 231
optimal, 172, 1.600, 225, 45, 20, 213, 797
optimal, 172, 1.600, 225, 45, 21, 221, 243
optimal, 172, 1.600, 225, 45, 22, 791, 789
optimal, 172, 1.600, 225, 45, 23, 631, 704
stochastic, 173, 1.650, 225, 45, 1, 513, 512
stochastic, 173, 1.650, 225, 45, 2, 382, 131
stochastic, 173, 1.650, 225, 45, 3, 784, 153
stochastic, 173, 1.650, 225, 45, 4, 816, 355
stochastic, 173, 1.650, 225, 45, 5, 632, 365
stochastic, 173, 1.650, 225, 45, 6, 631, 704
optimal, 173, 1.650, 225, 45, 1, 512, 512
optimal, 173, 1.650, 225, 45, 2, 631, 704
stochastic, 174, 1.700, 225, 45, 1, 512, 512
stochastic, 174, 1.700, 225, 45, 2, 631, 704
optimal, 174, 1.700, 225, 45, 1, 513, 513
optimal, 174, 1.700, 225, 45, 2, 631, 704
stochastic, 175, 1.600, 225, 90, 1, 512, 512
stochastic, 175, 1.600, 225, 90, 2, 197, 365
stochastic, 175, 1.600, 225, 90, 3, 412, 714
optimal, 175, 1.600, 225, 90, 1, 513, 512
optimal, 175, 1.600, 225, 90, 2, 412, 714
stochastic, 176, 1.650, 225, 90, 1, 512, 513
stochastic, 176, 1.650, 225, 90, 2, 320, 598
stochastic, 176, 1.650, 225, 90, 3, 412, 714
optimal, 176, 1.650, 225, 90, 1, 512, 513
optimal, 176, 1.650, 225, 90, 2, 412, 714
stochastic, 177, 1.700, 225, 90, 1, 512, 513
stochastic, 177, 1.700, 225, 90, 2, 412, 714
optimal, 177, 1.700, 225, 90, 1, 512, 512
optimal, 177, 1.700, 225, 90, 2, 412, 714
stochastic, 178, 1.600, 225, 135, 1, 513, 512
stochastic, 178, 1.600, 225, 135, 2, 754, 641
stochastic, 178, 1.600, 225, 135, 3, 327, 530
stochastic, 178, 1.600, 225, 135, 4, 288, 532
optimal, 178, 1.600, 225, 135, 1, 513, 512
optimal, 178, 1.600, 225, 135, 2, 626, 749
optimal, 178, 1.600, 225, 135, 3, 616, 258
optimal, 178, 1.600, 225, 135, 4, 270, 710
optimal, 178, 1.600, 225, 135, 5, 283, 253
optimal, 178, 1.600, 225, 135, 6, 741, 734
optimal, 178, 1.600, 225, 135, 7, 765, 253
optimal, 178, 1.600, 225, 135, 8, 259, 780
optimal, 178, 1.600, 225, 135, 9, 243, 253
optimal, 178, 1.600, 225, 135, 10, 777, 755
optimal, 178, 1.600, 225, 135, 11, 777, 241
optimal, 178, 1.600, 225, 135, 12, 234, 715
optimal, 178, 1.600, 225, 135, 13, 259, 256
optimal, 178, 1.600, 225, 135, 14, 769, 782
optimal, 178, 1.600, 225, 135, 15, 773, 265
optimal, 178, 1.600, 225, 135, 16, 269, 803
optimal, 178, 1.600, 225, 135, 17, 244, 236
optimal, 178, 1.600, 225, 135, 18, 785, 760
optimal, 178, 1.600, 225, 135, 19, 768, 231
optimal, 178, 1.600, 225, 135, 20, 213, 797
optimal, 178, 1.600, 225, 135, 21, 288, 532
stochastic, 179, 1.650, 225, 135, 1, 512, 512
stochastic, 179, 1.650, 225, 135, 2, 288, 532
optimal, 179, 1.650, 225, 135, 1, 513, 512
optimal, 179, 1.650, 225, 135, 2, 628, 784
optimal, 179, 1.650, 225, 135, 3, 590, 231
optimal, 179, 1.650, 225, 135, 4, 257, 747
optimal, 179, 1.650, 225, 135, 5, 250, 238
optimal, 179, 1.650, 225, 135, 6, 804, 314
optimal, 179, 1.650, 225, 135, 7, 775, 790
optimal, 179, 1.650, 225, 135, 8, 228, 750
optimal, 179, 1.650, 225, 135, 9, 252, 217
optimal, 179, 1.650, 225, 135, 10, 788, 210
optimal, 179, 1.650, 225, 135, 11, 807, 783
optimal, 179, 1.650, 225, 135, 12, 191, 775
optimal, 179, 1.650, 225, 135, 13, 200, 271
optimal, 179, 1.650, 225, 135, 14, 802, 190
optimal, 179, 1.650, 225, 135, 15, 789, 764
optimal, 179, 1.650, 225, 135, 16, 212, 799
optimal, 179, 1.650, 225, 135, 17, 207, 187
optimal, 179, 1.650, 225, 135, 18, 843, 344
optimal, 179, 1.650, 225, 135, 19, 754, 859
optimal, 179, 1.650, 225, 135, 20, 181, 496
optimal, 179, 1.650, 225, 135, 21, 764, 123
optimal, 179, 1.650, 225, 135, 22, 234, 905
optimal, 179, 1.650, 225, 135, 23, 213, 137
optimal, 179, 1.650, 225, 135, 24, 870, 731
optimal, 179, 1.650, 225, 135, 25, 804, 229
optimal, 179, 1.650, 225, 135, 26, 237, 825
optimal, 179, 1.650, 225, 135, 27, 827, 816
optimal, 179, 1.650, 225, 135, 28, 217, 178
optimal, 179, 1.650, 225, 135, 29, 184, 525
optimal, 179, 1.650, 225, 135, 30, 288, 532
stochastic, 180, 1.700, 225, 135, 1, 513, 512
stochastic, 180, 1.700, 225, 135, 2, 288, 532
optimal, 180, 1.700, 225, 135, 1, 512, 512
optimal, 180, 1.700, 225, 135, 2, 288, 532
stochastic, 181, 1.600, 225, 180, 1, 512, 512
stochastic, 181, 1.600, 225, 180, 2, 474, 644
stochastic, 181, 1.600, 225, 180, 3, 481, 654
stochastic, 181, 1.600, 225, 180, 4, 485, 822
stochastic, 181, 1.600, 225, 180, 5, 561, 927
stochastic, 181, 1.600, 225, 180, 6, 344, 822
stochastic, 181, 1.600, 225, 180, 7, 671, 873
stochastic, 181, 1.600, 225, 180, 8, 1003, 697
stochastic, 181, 1.600, 225, 180, 9, 738, 301
stochastic, 181, 1.600, 225, 180, 10, 805, 45
stochastic, 181, 1.600, 225, 180, 11, 960, 131
stochastic, 181, 1.600, 225, 180, 12, 316, 390
stochastic, 181, 1.600, 225, 180, 13, 264, 596
stochastic, 181, 1.600, 225, 180, 14, 430, 629
stochastic, 181, 1.600, 225, 180, 15, 352, 431
stochastic, 181, 1.600, 225, 180, 16, 490, 451
stochastic, 181, 1.600, 225, 180, 17, 589, 707
stochastic, 181, 1.600, 225, 180, 18, 895, 623
stochastic, 181, 1.600, 225, 180, 19, 979, 445
stochastic, 181, 1.600, 225, 180, 20, 847, 584
stochastic, 181, 1.600, 225, 180, 21, 895, 827
stochastic, 181, 1.600, 225, 180, 22, 836, 864
stochastic, 181, 1.600, 225, 180, 23, 616, 752
stochastic, 181, 1.600, 225, 180, 24, 331, 557
stochastic, 181, 1.600, 225, 180, 25, 378, 332
optimal, 181, 1.600, 225, 180, 1, 513, 513
optimal, 181, 1.600, 225, 180, 2, 378, 332
stochastic, 182, 1.650, 225, 180, 1, 512, 512
stochastic, 182, 1.650, 225, 180, 2, 417, 352
stochastic, 182, 1.650, 225, 180, 3, 378, 332
optimal, 182, 1.650, 225, 180, 1, 513, 513
optimal, 182, 1.650, 225, 180, 2, 628, 784
optimal, 182, 1.650, 225, 180, 3, 590, 231
optimal, 182, 1.650, 225, 180, 4, 257, 747
optimal, 182, 1.650, 225, 180, 5, 250, 238
optimal, 182, 1.650, 225, 180, 6, 378, 332
stochastic, 183, 1.700, 225, 180, 1, 513, 512
stochastic, 183, 1.700, 225, 180, 2, 378, 332
optimal, 183, 1.700, 225, 180, 1, 512, 513
optimal, 183, 1.700, 225, 180, 2, 630, 776
optimal, 183, 1.700, 225, 180, 3, 351, 223
optimal, 183, 1.700, 225, 180, 4, 378, 332
stochastic, 184, 1.600, 225, 225, 1, 513, 513
stochastic, 184, 1.600, 225, 225, 2, 726, 515
stochastic, 184, 1.600, 225, 225, 3, 521, 568
stochastic, 184, 1.600, 225, 225, 4, 739, 565
stochastic, 184, 1.600, 225, 225, 5, 430, 861
stochastic, 184, 1.600, 225, 225, 6, 344, 697
stochastic, 184, 1.600, 225, 225, 7, 595, 303
optimal, 184, 1.600, 225, 225, 1, 513, 512
optimal, 184, 1.600, 225, 225, 2, 626, 749
optimal, 184, 1.600, 225, 225, 3, 616, 258
optimal, 184, 1.600, 225, 225, 4, 270, 710
optimal, 184, 1.600, 225, 225, 5, 283, 253
optimal, 184, 1.600, 225, 225, 6, 741, 734
optimal, 184, 1.600, 225, 225, 7, 765, 253
optimal, 184, 1.600, 225, 225, 8, 259, 780
optimal, 184, 1.600, 225, 225, 9, 243, 253
optimal, 184, 1.600, 225, 225, 10, 777, 755
optimal, 184, 1.600, 225, 225, 11, 777, 241
optimal, 184, 1.600, 225, 225, 12, 234, 715
optimal, 184, 1.600, 225, 225, 13, 259, 256
optimal, 184, 1.600, 225, 225, 14, 769, 782
optimal, 184, 1.600, 225, 225, 15, 773, 265
optimal, 184, 1.600, 225, 225, 16, 595, 303
stochastic, 185, 1.650, 225, 225, 1, 513, 513
stochastic, 185, 1.650, 225, 225, 2, 762, 113
stochastic, 185, 1.650, 225, 225, 3, 222, 136
stochastic, 185, 1.650, 225, 225, 4, 623, 319
stochastic, 185, 1.650, 225, 225, 5, 595, 303
optimal, 185, 1.650, 225, 225, 1, 513, 513
optimal, 185, 1.650, 225, 225, 2, 628, 784
optimal, 185, 1.650, 225, 225, 3, 590, 231
optimal, 185, 1.650, 225, 225, 4, 595, 303
stochastic, 186, 1.700, 225, 225, 1, 513, 513
stochastic, 186, 1.700, 225, 225, 2, 595, 303
optimal, 186, 1.700, 225, 225, 1, 513, 513
optimal, 186, 1.700, 225, 225, 2, 595, 303
stochastic, 187, 1.600, 225, 270, 1, 512, 513
stochastic, 187, 1.600, 225, 270, 2, 610, 558
stochastic, 187, 1.600, 225, 270, 3, 734, 473
optimal, 187, 1.600, 225, 270, 1, 512, 512
optimal, 187, 1.600, 225, 270, 2, 734, 473
stochastic, 188, 1.650, 225, 270, 1, 513, 513
stochastic, 188, 1.650, 225, 270, 2, 734, 473
optimal, 188, 1.650, 225, 270, 1, 512, 512
optimal, 188, 1.650, 225, 270, 2, 628, 784
optimal, 188, 1.650, 225, 270, 3, 590, 231
optimal, 188, 1.650, 225, 270, 4, 257, 747
optimal, 188, 1.650, 225, 270, 5, 250, 238
optimal, 188, 1.650, 225, 270, 6, 804, 314
optimal, 188, 1.650, 225, 270, 7, 775, 790
optimal, 188, 1.650, 225, 270, 8, 228, 750
optimal, 188, 1.650, 225, 270, 9, 252, 217
optimal, 188, 1.650, 225, 270, 10, 788, 210
optimal, 188, 1.650, 225, 270, 11, 734, 473
stochastic, 189, 1.700, 225, 270, 1, 512, 512
stochastic, 189, 1.700, 225, 270, 2, 734, 473
optimal, 189, 1.700, 225, 270, 1, 512, 513
optimal, 189, 1.700, 225, 270, 2, 630, 776
optimal, 189, 1.700, 225, 270, 3, 351, 223
optimal, 189, 1.700, 225, 270, 4, 805, 252
optimal, 189, 1.700, 225, 270, 5, 187, 759
optimal, 189, 1.700, 225, 270, 6, 830, 773
optimal, 189, 1.700, 225, 270, 7, 193, 223
optimal, 189, 1.700, 225, 270, 8, 773, 215
optimal, 189, 1.700, 225, 270, 9, 194, 797
optimal, 189, 1.700, 225, 270, 10, 806, 779
optimal, 189, 1.700, 225, 270, 11, 176, 236
optimal, 189, 1.700, 225, 270, 12, 809, 203
optimal, 189, 1.700, 225, 270, 13, 734, 473
stochastic, 190, 1.600, 225, 315, 1, 513, 513
stochastic, 190, 1.600, 225, 315, 2, 827, 803
stochastic, 190, 1.600, 225, 315, 3, 940, 658
stochastic, 190, 1.600, 225, 315, 4, 865, 690
stochastic, 190, 1.600, 225, 315, 5, 506, 443
stochastic, 190, 1.600, 225, 315, 6, 663, 680
optimal, 190, 1.600, 225, 315, 1, 512, 512
optimal, 190, 1.600, 225, 315, 2, 626, 749
optimal, 190, 1.600, 225, 315, 3, 663, 680
stochastic, 191, 1.650, 225, 315, 1, 513, 513
stochastic, 191, 1.650, 225, 315, 2, 663, 680
optimal, 191, 1.650, 225, 315, 1, 512, 512
optimal, 191, 1.650, 225, 315, 2, 628, 784
optimal, 191, 1.650, 225, 315, 3, 590, 231
optimal, 191, 1.650, 225, 315, 4, 257, 747
optimal, 191, 1.650, 225, 315, 5, 250, 238
optimal, 191, 1.650, 225, 315, 6, 804, 314
optimal, 191, 1.650, 225, 315, 7, 775, 790
optimal, 191, 1.650, 225, 315, 8, 228, 750
optimal, 191, 1.650, 225, 315, 9, 252, 217
optimal, 191, 1.650, 225, 315, 10, 788, 210
optimal, 191, 1.650, 225, 315, 11, 807, 783
optimal, 191, 1.650, 225, 315, 12, 191, 775
optimal, 191, 1.650, 225, 315, 13, 200, 271
optimal, 191, 1.650, 225, 315, 14, 802, 190
optimal, 191, 1.650, 225, 315, 15, 789, 764
optimal, 191, 1.650, 225, 315, 16, 663, 680
stochastic, 192, 1.700, 225, 315, 1, 512, 512
stochastic, 192, 1.700, 225, 315, 2, 663, 680
optimal, 192, 1.700, 225, 315, 1, 512, 512
optimal, 192, 1.700, 225, 315, 2, 663, 680
stochastic, 193, 1.600, 350, 0, 1, 513, 513
stochastic, 193, 1.600, 350, 0, 2, 259, 513
stochastic, 193, 1.600, 350, 0, 3, 644, 500
stochastic, 193, 1.600, 350, 0, 4, 901, 535
stochastic, 193, 1.600, 350, 0, 5, 747, 599
stochastic, 193, 1.600, 350, 0, 6, 669, 439
stochastic, 193, 1.600, 350, 0, 7, 641, 480
stochastic, 193, 1.600, 350, 0, 8, 389, 765
stochastic, 193, 1.600, 350, 0, 9, 772, 677
stochastic, 193, 1.600, 350, 0, 10, 517, 768
stochastic, 193, 1.600, 350, 0, 11, 188, 703
stochastic, 193, 1.600, 350, 0, 12, 102, 603
stochastic, 193, 1.600, 350, 0, 13, 264, 793
stochastic, 193, 1.600, 350, 0, 14, 312, 694
stochastic, 193, 1.600, 350, 0, 15, 338, 672
stochastic, 193, 1.600, 350, 0, 16, 539, 235
stochastic, 193, 1.600, 350, 0, 17, 439, 20
stochastic, 193, 1.600, 350, 0, 18, 850, 21
stochastic, 193, 1.600, 350, 0, 19, 134, 178
stochastic, 193, 1.600, 350, 0, 20, 59, 21
stochastic, 193, 1.600, 350, 0, 21, 24, 76
stochastic, 193, 1.600, 350, 0, 22, 732, 116
stochastic, 193, 1.600, 350, 0, 23, 692, 491
stochastic, 193, 1.600, 350, 0, 24, 493, 858
stochastic, 193, 1.600, 350, 0, 25, 760, 830
stochastic, 193, 1.600, 350, 0, 26, 587, 295
stochastic, 193, 1.600, 350, 0, 27, 836, 205
stochastic, 193, 1.600, 350, 0, 28, 862, 512
optimal, 193, 1.600, 350, 0, 1, 512, 513
optimal, 193, 1.600, 350, 0, 2, 626, 749
optimal, 193, 1.600, 350, 0, 3, 616, 258
optimal, 193, 1.600, 350, 0, 4, 270, 710
optimal, 193, 1.600, 350, 0, 5, 283, 253
optimal, 193, 1.600, 350, 0, 6, 741, 734
optimal, 193, 1.600, 350, 0, 7, 765, 253
optimal, 193, 1.600, 350, 0, 8, 259, 780
optimal, 193, 1.600, 350, 0, 9, 243, 253
optimal, 193, 1.600, 350, 0, 10, 777, 755
optimal, 193, 1.600, 350, 0, 11, 862, 512
stochastic, 194, 1.650, 350, 0, 1, 513, 513
stochastic, 194, 1.650, 350, 0, 2, 566, 820
stochastic, 194, 1.650, 350, 0, 3, 687, 687
stochastic, 194, 1.650, 350, 0, 4, 862, 512
optimal, 194, 1.650, 350, 0, 1, 512, 512
optimal, 194, 1.650, 350, 0, 2, 628, 784
optimal, 194, 1.650, 350, 0, 3, 590, 231
optimal, 194, 1.650, 350, 0, 4, 257, 747
optimal, 194, 1.650, 350, 0, 5, 250, 238
optimal, 194, 1.650, 350, 0, 6, 804, 314
optimal, 194, 1.650, 350, 0, 7, 775, 790
optimal, 194, 1.650, 350, 0, 8, 228, 750
optimal, 194, 1.650, 350, 0, 9, 252, 217
optimal, 194, 1.650, 350, 0, 10, 788, 210
optimal, 194, 1.650, 350, 0, 11, 807, 783
optimal, 194, 1.650, 350, 0, 12, 191, 775
optimal, 194, 1.650, 350, 0, 13, 200, 271
optimal, 194, 1.650, 350, 0, 14, 802, 190
optimal, 194, 1.650, 350, 0, 15, 789, 764
optimal, 194, 1.650, 350, 0, 16, 212, 799
optimal, 194, 1.650, 350, 0, 17, 207, 187
optimal, 194, 1.650, 350, 0, 18, 843, 344
optimal, 194, 1.650, 350, 0, 19, 862, 512
stochastic, 195, 1.700, 350, 0, 1, 512, 513
stochastic, 195, 1.700, 350, 0, 2, 862, 512
optimal, 195, 1.700, 350, 0, 1, 512, 513
optimal, 195, 1.700, 350, 0, 2, 862, 512
stochastic, 196, 1.600, 350, 45, 1, 513, 512
stochastic, 196, 1.600, 350, 45, 2, 375, 639
stochastic, 196, 1.600, 350, 45, 3, 427, 548
stochastic, 196, 1.600, 350, 45, 4, 294, 999
stochastic, 196, 1.600, 350, 45, 5, 564, 838
stochastic, 196, 1.600, 350, 45, 6, 321, 903
stochastic, 196, 1.600, 350, 45, 7, 325, 822
stochastic, 196, 1.600, 350, 45, 8, 224, 774
stochastic, 196, 1.600, 350, 45, 9, 647, 811
stochastic, 196, 1.600, 350, 45, 10, 689, 611
stochastic, 196, 1.600, 350, 45, 11, 696, 488
stochastic, 196, 1.600, 350, 45, 12, 731, 574
stochastic, 196, 1.600, 350, 45, 13, 899, 419
stochastic, 196, 1.600, 350, 45, 14, 863, 499
stochastic, 196, 1.600, 350, 45, 15, 940, 696
stochastic, 196, 1.600, 350, 45, 16, 782, 804
stochastic, 196, 1.600, 350, 45, 17, 909, 702
stochastic, 196, 1.600, 350, 45, 18, 903, 489
stochastic, 196, 1.600, 350, 45, 19, 614, 783
stochastic, 196, 1.600, 350, 45, 20, 696, 810
optimal, 196, 1.600, 350, 45, 1, 512, 513
optimal, 196, 1.600, 350, 45, 2, 626, 749
optimal, 196, 1.600, 350, 45, 3, 616, 258
optimal, 196, 1.600, 350, 45, 4, 270, 710
optimal, 196, 1.600, 350, 45, 5, 283, 253
optimal, 196, 1.600, 350, 45, 6, 741, 734
optimal, 196, 1.600, 350, 45, 7, 696, 810
stochastic, 197, 1.650, 350, 45, 1, 513, 512
stochastic, 197, 1.650, 350, 45, 2, 309, 789
stochastic, 197, 1.650, 350, 45, 3, 231, 846
stochastic, 197, 1.650, 350, 45, 4, 447, 808
stochastic, 197, 1.650, 350, 45, 5, 665, 810
stochastic, 197, 1.650, 350, 45, 6, 927, 678
stochastic, 197, 1.650, 350, 45, 7, 970, 679
stochastic, 197, 1.650, 350, 45, 8, 46, 919
stochastic, 197, 1.650, 350, 45, 9, 789, 956
stochastic, 197, 1.650, 350, 45, 10, 641, 890
stochastic, 197, 1.650, 350, 45, 11, 526, 831
stochastic, 197, 1.650, 350, 45, 12, 17, 863
stochastic, 197, 1.650, 350, 45, 13, 582, 205
stochastic, 197, 1.650, 350, 45, 14, 589, 322
stochastic, 197, 1.650, 350, 45, 15, 582, 337
stochastic, 197, 1.650, 350, 45, 16, 394, 195
stochastic, 197, 1.650, 350, 45, 17, 255, 249
stochastic, 197, 1.650, 350, 45, 18, 117, 608
stochastic, 197, 1.650, 350, 45, 19, 419, 566
stochastic, 197, 1.650, 350, 45, 20, 560, 118
stochastic, 197, 1.650, 350, 45, 21, 680, 726
stochastic, 197, 1.650, 350, 45, 22, 142, 674
stochastic, 197, 1.650, 350, 45, 23, 422, 361
stochastic, 197, 1.650, 350, 45, 24, 407, 211
stochastic, 197, 1.650, 350, 45, 25, 294, 167
stochastic, 197, 1.650, 350, 45, 26, 317, 299
stochastic, 197, 1.650, 350, 45, 27, 279, 427
stochastic, 197, 1.650, 350, 45, 28, 250, 393
stochastic, 197, 1.650, 350, 45, 29, 240, 762
stochastic, 197, 1.650, 350, 45, 30, 307, 517
stochastic, 197, 1.650, 350, 45, 31, 373, 810
stochastic, 197, 1.650, 350, 45, 32, 19, 419
stochastic, 197, 1.650, 350, 45, 33, 121, 345
stochastic, 197, 1.650, 350, 45, 34, 240, 679
