Obs, RMS, beta, ecc, nFix
7, 0.900, 1.700, 225.000, 2.000 
7, 0.900, 1.700, 225.000, 2.000 
7, 0.900, 1.700, 225.000, 2.000 
7, 0.900, 1.700, 225.000, 2.000 
7, 0.900, 1.700, 225.000, 3.000 
7, 0.900, 1.700, 225.000, 1.000 
7, 0.900, 1.700, 225.000, 3.000 
7, 0.900, 1.700, 225.000, 2.000 
7, 0.900, 1.700, 350.000, 3.000 
7, 0.900, 1.700, 350.000, 2.000 
7, 0.900, 1.700, 350.000, 2.000 
7, 0.900, 1.700, 350.000, 2.000 
7, 0.900, 1.700, 350.000, 4.000 
7, 0.900, 1.700, 350.000, 2.000 
7, 0.900, 1.700, 350.000, 2.000 
7, 0.900, 1.700, 350.000, 5.000 
7, 0.900, 1.700, 350.000, 2.000 
7, 0.900, 1.700, 350.000, 3.000 
7, 0.900, 1.700, 350.000, 2.000 
7, 0.900, 1.700, 350.000, 2.000 
7, 0.900, 1.700, 350.000, 3.000 
7, 0.900, 1.700, 350.000, 1.000 
7, 0.900, 1.700, 350.000, 2.000 
7, 0.900, 1.700, 350.000, 2.000 
7, 0.900, 1.700, 350.000, 3.000 
7, 0.900, 1.700, 350.000, 3.000 
7, 0.900, 1.700, 350.000, 1.000 
7, 0.900, 1.700, 350.000, 2.000 
7, 1.100, 1.700, 100.000, 1.000 
7, 1.100, 1.700, 100.000, 2.000 
7, 1.100, 1.700, 100.000, 1.000 
7, 1.100, 1.700, 100.000, 2.000 
7, 1.100, 1.700, 100.000, 3.000 
7, 1.100, 1.700, 100.000, 1.000 
7, 1.100, 1.700, 100.000, 2.000 
7, 1.100, 1.700, 100.000, 1.000 
7, 1.100, 1.700, 100.000, 12.000 
7, 1.100, 1.700, 100.000, 1.000 
7, 1.100, 1.700, 100.000, 3.000 
7, 1.100, 1.700, 100.000, 3.000 
7, 1.100, 1.700, 100.000, 2.000 
7, 1.100, 1.700, 100.000, 1.000 
7, 1.100, 1.700, 100.000, 1.000 
7, 1.100, 1.700, 100.000, 1.000 
7, 1.100, 1.700, 100.000, 1.000 
7, 1.100, 1.700, 100.000, 3.000 
7, 1.100, 1.700, 100.000, 1.000 
7, 1.100, 1.700, 100.000, 2.000 
7, 1.100, 1.700, 225.000, 3.000 
7, 1.100, 1.700, 225.000, 2.000 
7, 1.100, 1.700, 225.000, 1.000 
7, 1.100, 1.700, 225.000, 3.000 
7, 1.100, 1.700, 225.000, 1.000 
7, 1.100, 1.700, 225.000, 2.000 
7, 1.100, 1.700, 225.000, 1.000 
7, 1.100, 1.700, 225.000, 8.000 
7, 1.100, 1.700, 225.000, 1.000 
7, 1.100, 1.700, 225.000, 3.000 
7, 1.100, 1.700, 225.000, 1.000 
7, 1.100, 1.700, 225.000, 2.000 
7, 1.100, 1.700, 225.000, 2.000 
7, 1.100, 1.700, 225.000, 2.000 
7, 1.100, 1.700, 225.000, 3.000 
7, 1.100, 1.700, 225.000, 2.000 
7, 1.100, 1.700, 225.000, 5.000 
7, 1.100, 1.700, 225.000, 1.000 
7, 1.100, 1.700, 225.000, 4.000 
7, 1.100, 1.700, 225.000, 3.000 
7, 1.100, 1.700, 350.000, 1.000 
7, 1.100, 1.700, 350.000, 1.000 
7, 1.100, 1.700, 350.000, 5.000 
7, 1.100, 1.700, 350.000, 7.000 
7, 1.100, 1.700, 350.000, 5.000 
7, 1.100, 1.700, 350.000, 6.000 
7, 1.100, 1.700, 350.000, 3.000 
7, 1.100, 1.700, 350.000, 4.000 
7, 1.100, 1.700, 350.000, 6.000 
7, 1.100, 1.700, 350.000, 2.000 
7, 1.100, 1.700, 350.000, 2.000 
7, 1.100, 1.700, 350.000, 2.000 
7, 1.100, 1.700, 350.000, 4.000 
7, 1.100, 1.700, 350.000, 6.000 
7, 1.100, 1.700, 350.000, 4.000 
7, 1.100, 1.700, 350.000, 2.000 
7, 1.100, 1.700, 350.000, 3.000 
7, 1.100, 1.700, 350.000, 3.000 
7, 1.100, 1.700, 350.000, 3.000 
7, 1.100, 1.700, 350.000, 2.000 
