Obs, RMS, beta, ecc, nFix
2, 0.900, 1.700, 100.000, 3.000 
2, 0.900, 1.700, 100.000, 2.000 
2, 0.900, 1.700, 100.000, 1.000 
2, 0.900, 1.700, 100.000, 2.000 
2, 0.900, 1.700, 100.000, 1.000 
2, 0.900, 1.700, 100.000, 2.000 
2, 0.900, 1.700, 100.000, 2.000 
2, 0.900, 1.700, 100.000, 4.000 
2, 0.900, 1.700, 100.000, 2.000 
2, 0.900, 1.700, 100.000, 1.000 
2, 0.900, 1.700, 100.000, 1.000 
2, 0.900, 1.700, 100.000, 3.000 
2, 0.900, 1.700, 100.000, 1.000 
2, 0.900, 1.700, 225.000, 2.000 
2, 0.900, 1.700, 225.000, 3.000 
2, 0.900, 1.700, 225.000, 2.000 
2, 0.900, 1.700, 225.000, 2.000 
2, 0.900, 1.700, 225.000, 2.000 
2, 0.900, 1.700, 225.000, 2.000 
2, 0.900, 1.700, 225.000, 2.000 
2, 0.900, 1.700, 225.000, 2.000 
2, 0.900, 1.700, 225.000, 5.000 
2, 0.900, 1.700, 225.000, 3.000 
2, 0.900, 1.700, 225.000, 1.000 
2, 0.900, 1.700, 225.000, 3.000 
2, 0.900, 1.700, 225.000, 5.000 
2, 0.900, 1.700, 225.000, 2.000 
2, 0.900, 1.700, 225.000, 1.000 
2, 0.900, 1.700, 225.000, 1.000 
2, 0.900, 1.700, 225.000, 3.000 
2, 0.900, 1.700, 225.000, 2.000 
2, 0.900, 1.700, 225.000, 3.000 
2, 0.900, 1.700, 225.000, 4.000 
2, 0.900, 1.700, 350.000, 2.000 
2, 0.900, 1.700, 350.000, 2.000 
2, 0.900, 1.700, 350.000, 1.000 
2, 0.900, 1.700, 350.000, 6.000 
2, 0.900, 1.700, 350.000, 4.000 
2, 0.900, 1.700, 350.000, 1.000 
2, 0.900, 1.700, 350.000, 2.000 
2, 0.900, 1.700, 350.000, 5.000 
2, 0.900, 1.700, 350.000, 1.000 
2, 0.900, 1.700, 350.000, 2.000 
2, 0.900, 1.700, 350.000, 6.000 
2, 0.900, 1.700, 350.000, 3.000 
2, 0.900, 1.700, 350.000, 5.000 
2, 0.900, 1.700, 350.000, 2.000 
2, 0.900, 1.700, 350.000, 4.000 
2, 0.900, 1.700, 350.000, 2.000 
2, 0.900, 1.700, 350.000, 1.000 
2, 0.900, 1.700, 350.000, 2.000 
2, 0.900, 1.700, 350.000, 4.000 
2, 0.900, 1.700, 350.000, 1.000 
2, 1.100, 1.700, 100.000, 2.000 
2, 1.100, 1.700, 100.000, 2.000 
2, 1.100, 1.700, 100.000, 3.000 
2, 1.100, 1.700, 100.000, 1.000 
2, 1.100, 1.700, 100.000, 2.000 
2, 1.100, 1.700, 100.000, 1.000 
2, 1.100, 1.700, 100.000, 3.000 
2, 1.100, 1.700, 100.000, 1.000 
2, 1.100, 1.700, 100.000, 3.000 
2, 1.100, 1.700, 100.000, 1.000 
2, 1.100, 1.700, 100.000, 1.000 
2, 1.100, 1.700, 100.000, 3.000 
2, 1.100, 1.700, 100.000, 1.000 
2, 1.100, 1.700, 100.000, 1.000 
2, 1.100, 1.700, 100.000, 1.000 
2, 1.100, 1.700, 100.000, 1.000 
2, 1.100, 1.700, 100.000, 1.000 
2, 1.100, 1.700, 100.000, 2.000 
2, 1.100, 1.700, 100.000, 2.000 
2, 1.100, 1.700, 100.000, 4.000 
2, 1.100, 1.700, 225.000, 8.000 
2, 1.100, 1.700, 225.000, 2.000 
2, 1.100, 1.700, 225.000, 3.000 
2, 1.100, 1.700, 225.000, 1.000 
2, 1.100, 1.700, 225.000, 2.000 
2, 1.100, 1.700, 225.000, 5.000 
2, 1.100, 1.700, 225.000, 4.000 
2, 1.100, 1.700, 225.000, 2.000 
2, 1.100, 1.700, 225.000, 4.000 
2, 1.100, 1.700, 225.000, 3.000 
2, 1.100, 1.700, 225.000, 1.000 
2, 1.100, 1.700, 225.000, 7.000 
2, 1.100, 1.700, 225.000, 4.000 
2, 1.100, 1.700, 225.000, 1.000 
2, 1.100, 1.700, 225.000, 2.000 
2, 1.100, 1.700, 225.000, 2.000 
2, 1.100, 1.700, 225.000, 1.000 
2, 1.100, 1.700, 225.000, 1.000 
2, 1.100, 1.700, 225.000, 3.000 
2, 1.100, 1.700, 225.000, 4.000 
2, 1.100, 1.700, 350.000, 3.000 
2, 1.100, 1.700, 350.000, 5.000 
2, 1.100, 1.700, 350.000, 6.000 
2, 1.100, 1.700, 350.000, 10.000 
2, 1.100, 1.700, 350.000, 1.000 
2, 1.100, 1.700, 350.000, 4.000 
2, 1.100, 1.700, 350.000, 1.000 
2, 1.100, 1.700, 350.000, 4.000 
2, 1.100, 1.700, 350.000, 7.000 
2, 1.100, 1.700, 350.000, 4.000 
2, 1.100, 1.700, 350.000, 4.000 
2, 1.100, 1.700, 350.000, 2.000 
2, 1.100, 1.700, 350.000, 4.000 
2, 1.100, 1.700, 350.000, 5.000 
2, 1.100, 1.700, 350.000, 9.000 
2, 1.100, 1.700, 350.000, 1.000 
2, 1.100, 1.700, 350.000, 4.000 
2, 1.100, 1.700, 350.000, 3.000 
2, 1.100, 1.700, 350.000, 3.000 
2, 1.100, 1.700, 350.000, 2.000 
3, 0.900, 1.600, 100.000, 2.000 
3, 0.900, 1.600, 100.000, 4.000 
3, 0.900, 1.600, 100.000, 4.000 
3, 0.900, 1.600, 100.000, 6.000 
3, 0.900, 1.600, 100.000, 2.000 
3, 0.900, 1.600, 100.000, 2.000 
3, 0.900, 1.600, 100.000, 1.000 
3, 0.900, 1.600, 100.000, 3.000 
3, 0.900, 1.600, 100.000, 1.000 
3, 0.900, 1.600, 100.000, 4.000 
3, 0.900, 1.600, 100.000, 3.000 
3, 0.900, 1.600, 100.000, 4.000 
3, 0.900, 1.600, 100.000, 3.000 
3, 0.900, 1.600, 100.000, 2.000 
3, 0.900, 1.600, 100.000, 2.000 
3, 0.900, 1.600, 100.000, 5.000 
3, 0.900, 1.600, 100.000, 2.000 
3, 0.900, 1.600, 100.000, 2.000 
3, 0.900, 1.600, 100.000, 2.000 
3, 0.900, 1.600, 100.000, 1.000 
3, 0.900, 1.600, 225.000, 6.000 
3, 0.900, 1.600, 225.000, 3.000 
3, 0.900, 1.600, 225.000, 3.000 
3, 0.900, 1.600, 225.000, 4.000 
3, 0.900, 1.600, 225.000, 1.000 
3, 0.900, 1.600, 225.000, 4.000 
3, 0.900, 1.600, 225.000, 1.000 
3, 0.900, 1.600, 225.000, 4.000 
3, 0.900, 1.600, 225.000, 1.000 
3, 0.900, 1.600, 225.000, 2.000 
3, 0.900, 1.600, 225.000, 5.000 
3, 0.900, 1.600, 225.000, 1.000 
3, 0.900, 1.600, 225.000, 3.000 
3, 0.900, 1.600, 225.000, 1.000 
3, 0.900, 1.600, 225.000, 4.000 
3, 0.900, 1.600, 225.000, 3.000 
3, 0.900, 1.600, 225.000, 3.000 
3, 0.900, 1.600, 225.000, 3.000 
3, 0.900, 1.600, 225.000, 2.000 
3, 0.900, 1.600, 225.000, 4.000 
3, 0.900, 1.600, 350.000, 5.000 
3, 0.900, 1.600, 350.000, 29.000 
3, 0.900, 1.600, 350.000, 5.000 
3, 0.900, 1.600, 350.000, 4.000 
3, 0.900, 1.600, 350.000, 4.000 
3, 0.900, 1.600, 350.000, 2.000 
3, 0.900, 1.600, 350.000, 5.000 
3, 0.900, 1.600, 350.000, 9.000 
3, 0.900, 1.600, 350.000, 5.000 
3, 0.900, 1.600, 350.000, 2.000 
3, 0.900, 1.600, 350.000, 24.000 
3, 0.900, 1.600, 350.000, 9.000 
3, 0.900, 1.600, 350.000, 4.000 
3, 0.900, 1.600, 350.000, 10.000 
3, 0.900, 1.600, 350.000, 2.000 
3, 0.900, 1.600, 350.000, 1.000 
3, 0.900, 1.600, 350.000, 2.000 
3, 0.900, 1.600, 350.000, 16.000 
3, 0.900, 1.600, 350.000, 3.000 
3, 0.900, 1.600, 350.000, 4.000 
3, 1.100, 1.600, 100.000, 142.000 
3, 1.100, 1.600, 100.000, 2.000 
3, 1.100, 1.600, 100.000, 11.000 
3, 1.100, 1.600, 100.000, 4.000 
3, 1.100, 1.600, 100.000, 5.000 
3, 1.100, 1.600, 100.000, 13.000 
3, 1.100, 1.600, 100.000, 36.000 
3, 1.100, 1.600, 100.000, 1.000 
3, 1.100, 1.600, 100.000, 1.000 
3, 1.100, 1.600, 100.000, 5.000 
3, 1.100, 1.600, 100.000, 2.000 
3, 1.100, 1.600, 100.000, 2.000 
3, 1.100, 1.600, 100.000, 6.000 
3, 1.100, 1.600, 100.000, 4.000 
3, 1.100, 1.600, 100.000, 109.000 
3, 1.100, 1.600, 100.000, 5.000 
3, 1.100, 1.600, 100.000, 3.000 
3, 1.100, 1.600, 100.000, 131.000 
3, 1.100, 1.600, 100.000, 1.000 
3, 1.100, 1.600, 100.000, 2.000 
3, 1.100, 1.600, 225.000, 11.000 
3, 1.100, 1.600, 225.000, 10.000 
3, 1.100, 1.600, 225.000, 1.000 
3, 1.100, 1.600, 225.000, 37.000 
3, 1.100, 1.600, 225.000, 7.000 
3, 1.100, 1.600, 225.000, 4.000 
3, 1.100, 1.600, 225.000, 2.000 
3, 1.100, 1.600, 225.000, 8.000 
3, 1.100, 1.600, 225.000, 11.000 
3, 1.100, 1.600, 225.000, 37.000 
3, 1.100, 1.600, 225.000, 6.000 
3, 1.100, 1.600, 225.000, 10.000 
3, 1.100, 1.600, 225.000, 22.000 
3, 1.100, 1.600, 225.000, 1.000 
3, 1.100, 1.600, 225.000, 5.000 
3, 1.100, 1.600, 225.000, 2.000 
3, 1.100, 1.600, 225.000, 101.000 
3, 1.100, 1.600, 225.000, 1.000 
3, 1.100, 1.600, 350.000, 5.000 
3, 1.100, 1.600, 350.000, 68.000 
3, 1.100, 1.600, 350.000, 29.000 
3, 1.100, 1.600, 350.000, 30.000 
3, 1.100, 1.600, 350.000, 48.000 
3, 1.100, 1.600, 350.000, 9.000 
3, 1.100, 1.600, 350.000, 11.000 
3, 1.100, 1.600, 350.000, 1.000 
3, 1.100, 1.600, 350.000, 3.000 
3, 1.100, 1.600, 350.000, 13.000 
3, 1.100, 1.600, 350.000, 112.000 
3, 1.100, 1.600, 350.000, 16.000 
3, 1.100, 1.600, 350.000, 55.000 
3, 1.100, 1.600, 350.000, 6.000 
3, 1.100, 1.600, 350.000, 53.000 
3, 1.100, 1.600, 350.000, 5.000 
3, 1.100, 1.600, 350.000, 1.000 
3, 1.100, 1.600, 350.000, 211.000 
3, 1.100, 1.600, 350.000, 155.000 
3, 1.100, 1.600, 350.000, 17.000 
3, 0.900, 1.650, 100.000, 1.000 
3, 0.900, 1.650, 100.000, 2.000 
3, 0.900, 1.650, 100.000, 1.000 
3, 0.900, 1.650, 100.000, 5.000 
3, 0.900, 1.650, 100.000, 1.000 
3, 0.900, 1.650, 100.000, 1.000 
3, 0.900, 1.650, 100.000, 2.000 
3, 0.900, 1.650, 100.000, 1.000 
3, 0.900, 1.650, 100.000, 1.000 
3, 0.900, 1.650, 100.000, 2.000 
3, 0.900, 1.650, 100.000, 3.000 
3, 0.900, 1.650, 100.000, 2.000 
3, 0.900, 1.650, 100.000, 1.000 
3, 0.900, 1.650, 100.000, 2.000 
3, 0.900, 1.650, 100.000, 2.000 
3, 0.900, 1.650, 100.000, 1.000 
3, 0.900, 1.650, 100.000, 1.000 
3, 0.900, 1.650, 100.000, 2.000 
3, 0.900, 1.650, 100.000, 2.000 
3, 0.900, 1.650, 100.000, 1.000 
3, 0.900, 1.650, 225.000, 1.000 
3, 0.900, 1.650, 225.000, 3.000 
3, 0.900, 1.650, 225.000, 1.000 
3, 0.900, 1.650, 225.000, 1.000 
3, 0.900, 1.650, 225.000, 1.000 
3, 0.900, 1.650, 225.000, 1.000 
3, 0.900, 1.650, 225.000, 2.000 
3, 0.900, 1.650, 225.000, 4.000 
3, 0.900, 1.650, 225.000, 2.000 
3, 0.900, 1.650, 225.000, 2.000 
3, 0.900, 1.650, 225.000, 2.000 
3, 0.900, 1.650, 225.000, 2.000 
3, 0.900, 1.650, 225.000, 1.000 
3, 0.900, 1.650, 225.000, 4.000 
3, 0.900, 1.650, 225.000, 2.000 
3, 0.900, 1.650, 225.000, 3.000 
3, 0.900, 1.650, 225.000, 10.000 
3, 0.900, 1.650, 225.000, 4.000 
3, 0.900, 1.650, 225.000, 2.000 
3, 0.900, 1.650, 225.000, 2.000 
3, 0.900, 1.650, 350.000, 2.000 
3, 0.900, 1.650, 350.000, 2.000 
3, 0.900, 1.650, 350.000, 6.000 
3, 0.900, 1.650, 350.000, 1.000 
3, 0.900, 1.650, 350.000, 3.000 
3, 0.900, 1.650, 350.000, 2.000 
3, 0.900, 1.650, 350.000, 4.000 
3, 0.900, 1.650, 350.000, 7.000 
3, 0.900, 1.650, 350.000, 2.000 
3, 0.900, 1.650, 350.000, 3.000 
3, 0.900, 1.650, 350.000, 2.000 
3, 0.900, 1.650, 350.000, 2.000 
3, 0.900, 1.650, 350.000, 3.000 
3, 0.900, 1.650, 350.000, 2.000 
3, 0.900, 1.650, 350.000, 1.000 
3, 0.900, 1.650, 350.000, 4.000 
3, 0.900, 1.650, 350.000, 2.000 
3, 0.900, 1.650, 350.000, 1.000 
3, 0.900, 1.650, 350.000, 2.000 
3, 0.900, 1.650, 350.000, 6.000 
3, 1.100, 1.650, 100.000, 2.000 
3, 1.100, 1.650, 100.000, 2.000 
3, 1.100, 1.650, 100.000, 2.000 
3, 1.100, 1.650, 100.000, 8.000 
3, 1.100, 1.650, 100.000, 5.000 
3, 1.100, 1.650, 100.000, 3.000 
3, 1.100, 1.650, 100.000, 3.000 
3, 1.100, 1.650, 100.000, 2.000 
3, 1.100, 1.650, 100.000, 1.000 
3, 1.100, 1.650, 100.000, 1.000 
3, 1.100, 1.650, 100.000, 1.000 
3, 1.100, 1.650, 100.000, 2.000 
3, 1.100, 1.650, 100.000, 9.000 
3, 1.100, 1.650, 100.000, 4.000 
3, 1.100, 1.650, 100.000, 3.000 
3, 1.100, 1.650, 100.000, 2.000 
3, 1.100, 1.650, 100.000, 2.000 
3, 1.100, 1.650, 100.000, 8.000 
3, 1.100, 1.650, 100.000, 1.000 
3, 1.100, 1.650, 100.000, 4.000 
3, 1.100, 1.650, 225.000, 3.000 
3, 1.100, 1.650, 225.000, 6.000 
3, 1.100, 1.650, 225.000, 3.000 
3, 1.100, 1.650, 225.000, 2.000 
3, 1.100, 1.650, 225.000, 5.000 
3, 1.100, 1.650, 225.000, 3.000 
3, 1.100, 1.650, 225.000, 3.000 
3, 1.100, 1.650, 225.000, 7.000 
3, 1.100, 1.650, 225.000, 5.000 
3, 1.100, 1.650, 225.000, 3.000 
3, 1.100, 1.650, 225.000, 1.000 
3, 1.100, 1.650, 225.000, 3.000 
3, 1.100, 1.650, 225.000, 7.000 
3, 1.100, 1.650, 225.000, 2.000 
3, 1.100, 1.650, 225.000, 4.000 
3, 1.100, 1.650, 225.000, 3.000 
3, 1.100, 1.650, 225.000, 3.000 
3, 1.100, 1.650, 225.000, 8.000 
3, 1.100, 1.650, 225.000, 3.000 
3, 1.100, 1.650, 225.000, 2.000 
3, 1.100, 1.650, 350.000, 1.000 
3, 1.100, 1.650, 350.000, 3.000 
3, 1.100, 1.650, 350.000, 9.000 
3, 1.100, 1.650, 350.000, 2.000 
3, 1.100, 1.650, 350.000, 2.000 
3, 1.100, 1.650, 350.000, 4.000 
3, 1.100, 1.650, 350.000, 14.000 
3, 1.100, 1.650, 350.000, 3.000 
3, 1.100, 1.650, 350.000, 2.000 
3, 1.100, 1.650, 350.000, 3.000 
3, 1.100, 1.650, 350.000, 6.000 
3, 1.100, 1.650, 350.000, 5.000 
3, 1.100, 1.650, 350.000, 3.000 
3, 1.100, 1.650, 350.000, 4.000 
3, 1.100, 1.650, 350.000, 3.000 
3, 1.100, 1.650, 350.000, 9.000 
3, 1.100, 1.650, 350.000, 2.000 
3, 1.100, 1.650, 350.000, 3.000 
3, 1.100, 1.650, 350.000, 4.000 
3, 1.100, 1.650, 350.000, 3.000 
3, 0.900, 1.700, 100.000, 1.000 
3, 0.900, 1.700, 100.000, 1.000 
3, 0.900, 1.700, 100.000, 1.000 
3, 0.900, 1.700, 100.000, 3.000 
3, 0.900, 1.700, 100.000, 1.000 
3, 0.900, 1.700, 100.000, 1.000 
3, 0.900, 1.700, 100.000, 1.000 
3, 0.900, 1.700, 100.000, 1.000 
3, 0.900, 1.700, 100.000, 1.000 
3, 0.900, 1.700, 100.000, 1.000 
3, 0.900, 1.700, 100.000, 1.000 
3, 0.900, 1.700, 100.000, 1.000 
3, 0.900, 1.700, 100.000, 2.000 
3, 0.900, 1.700, 100.000, 1.000 
3, 0.900, 1.700, 100.000, 1.000 
3, 0.900, 1.700, 100.000, 1.000 
3, 0.900, 1.700, 100.000, 1.000 
3, 0.900, 1.700, 100.000, 3.000 
3, 0.900, 1.700, 100.000, 1.000 
3, 0.900, 1.700, 100.000, 2.000 
3, 0.900, 1.700, 225.000, 3.000 
3, 0.900, 1.700, 225.000, 1.000 
3, 0.900, 1.700, 225.000, 1.000 
3, 0.900, 1.700, 225.000, 3.000 
3, 0.900, 1.700, 225.000, 2.000 
3, 0.900, 1.700, 225.000, 1.000 
3, 0.900, 1.700, 225.000, 2.000 
3, 0.900, 1.700, 225.000, 1.000 
3, 0.900, 1.700, 225.000, 4.000 
3, 0.900, 1.700, 225.000, 3.000 
3, 0.900, 1.700, 225.000, 1.000 
3, 0.900, 1.700, 225.000, 1.000 
3, 0.900, 1.700, 225.000, 4.000 
3, 0.900, 1.700, 225.000, 3.000 
3, 0.900, 1.700, 225.000, 2.000 
3, 0.900, 1.700, 225.000, 2.000 
3, 0.900, 1.700, 225.000, 2.000 
3, 0.900, 1.700, 225.000, 2.000 
3, 0.900, 1.700, 225.000, 2.000 
3, 0.900, 1.700, 225.000, 1.000 
3, 0.900, 1.700, 350.000, 4.000 
3, 0.900, 1.700, 350.000, 2.000 
3, 0.900, 1.700, 350.000, 2.000 
3, 0.900, 1.700, 350.000, 3.000 
3, 0.900, 1.700, 350.000, 6.000 
3, 0.900, 1.700, 350.000, 1.000 
3, 0.900, 1.700, 350.000, 2.000 
3, 0.900, 1.700, 350.000, 3.000 
3, 0.900, 1.700, 350.000, 1.000 
3, 0.900, 1.700, 350.000, 2.000 
3, 0.900, 1.700, 350.000, 1.000 
3, 0.900, 1.700, 350.000, 1.000 
3, 0.900, 1.700, 350.000, 2.000 
3, 0.900, 1.700, 350.000, 1.000 
3, 0.900, 1.700, 350.000, 2.000 
3, 0.900, 1.700, 350.000, 1.000 
3, 0.900, 1.700, 350.000, 2.000 
3, 0.900, 1.700, 350.000, 2.000 
3, 0.900, 1.700, 350.000, 3.000 
3, 0.900, 1.700, 350.000, 2.000 
3, 1.100, 1.700, 100.000, 1.000 
3, 1.100, 1.700, 100.000, 1.000 
3, 1.100, 1.700, 100.000, 2.000 
3, 1.100, 1.700, 100.000, 3.000 
3, 1.100, 1.700, 100.000, 10.000 
3, 1.100, 1.700, 100.000, 1.000 
3, 1.100, 1.700, 100.000, 2.000 
3, 1.100, 1.700, 100.000, 1.000 
3, 1.100, 1.700, 100.000, 7.000 
3, 1.100, 1.700, 100.000, 3.000 
3, 1.100, 1.700, 100.000, 2.000 
3, 1.100, 1.700, 100.000, 1.000 
3, 1.100, 1.700, 100.000, 2.000 
3, 1.100, 1.700, 100.000, 1.000 
3, 1.100, 1.700, 100.000, 1.000 
3, 1.100, 1.700, 100.000, 1.000 
3, 1.100, 1.700, 100.000, 1.000 
3, 1.100, 1.700, 100.000, 2.000 
3, 1.100, 1.700, 100.000, 1.000 
3, 1.100, 1.700, 100.000, 2.000 
3, 1.100, 1.700, 225.000, 6.000 
3, 1.100, 1.700, 225.000, 1.000 
3, 1.100, 1.700, 225.000, 1.000 
3, 1.100, 1.700, 225.000, 4.000 
3, 1.100, 1.700, 225.000, 3.000 
3, 1.100, 1.700, 225.000, 2.000 
3, 1.100, 1.700, 225.000, 6.000 
3, 1.100, 1.700, 225.000, 1.000 
3, 1.100, 1.700, 225.000, 2.000 
3, 1.100, 1.700, 225.000, 2.000 
3, 1.100, 1.700, 225.000, 2.000 
3, 1.100, 1.700, 225.000, 3.000 
3, 1.100, 1.700, 225.000, 3.000 
3, 1.100, 1.700, 225.000, 2.000 
3, 1.100, 1.700, 225.000, 3.000 
3, 1.100, 1.700, 225.000, 2.000 
3, 1.100, 1.700, 225.000, 4.000 
3, 1.100, 1.700, 225.000, 2.000 
3, 1.100, 1.700, 225.000, 3.000 
3, 1.100, 1.700, 225.000, 2.000 
3, 1.100, 1.700, 350.000, 11.000 
3, 1.100, 1.700, 350.000, 4.000 
3, 1.100, 1.700, 350.000, 4.000 
3, 1.100, 1.700, 350.000, 4.000 
3, 1.100, 1.700, 350.000, 4.000 
3, 1.100, 1.700, 350.000, 3.000 
3, 1.100, 1.700, 350.000, 7.000 
3, 1.100, 1.700, 350.000, 2.000 
3, 1.100, 1.700, 350.000, 8.000 
3, 1.100, 1.700, 350.000, 3.000 
3, 1.100, 1.700, 350.000, 4.000 
3, 1.100, 1.700, 350.000, 3.000 
3, 1.100, 1.700, 350.000, 2.000 
3, 1.100, 1.700, 350.000, 6.000 
3, 1.100, 1.700, 350.000, 3.000 
3, 1.100, 1.700, 350.000, 2.000 
3, 1.100, 1.700, 350.000, 6.000 
3, 1.100, 1.700, 350.000, 2.000 
3, 1.100, 1.700, 350.000, 2.000 
3, 1.100, 1.700, 350.000, 2.000 
4, 0.900, 1.600, 100.000, 2.000 
4, 0.900, 1.600, 100.000, 5.000 
4, 0.900, 1.600, 100.000, 3.000 
4, 0.900, 1.600, 100.000, 2.000 
4, 0.900, 1.600, 100.000, 5.000 
4, 0.900, 1.600, 100.000, 3.000 
4, 0.900, 1.600, 100.000, 4.000 
4, 0.900, 1.600, 100.000, 5.000 
4, 0.900, 1.600, 100.000, 1.000 
4, 0.900, 1.600, 100.000, 2.000 
4, 0.900, 1.600, 100.000, 1.000 
4, 0.900, 1.600, 100.000, 3.000 
4, 0.900, 1.600, 100.000, 1.000 
4, 0.900, 1.600, 100.000, 3.000 
4, 0.900, 1.600, 100.000, 3.000 
4, 0.900, 1.600, 100.000, 1.000 
4, 0.900, 1.600, 100.000, 2.000 
4, 0.900, 1.600, 100.000, 6.000 
4, 0.900, 1.600, 100.000, 1.000 
4, 0.900, 1.600, 100.000, 1.000 
4, 0.900, 1.600, 225.000, 5.000 
4, 0.900, 1.600, 225.000, 1.000 
4, 0.900, 1.600, 225.000, 2.000 
4, 0.900, 1.600, 225.000, 2.000 
4, 0.900, 1.600, 225.000, 1.000 
4, 0.900, 1.600, 225.000, 31.000 
4, 0.900, 1.600, 225.000, 4.000 
4, 0.900, 1.600, 225.000, 2.000 
4, 0.900, 1.600, 225.000, 12.000 
4, 0.900, 1.600, 225.000, 3.000 
4, 0.900, 1.600, 225.000, 4.000 
4, 0.900, 1.600, 225.000, 3.000 
4, 0.900, 1.600, 225.000, 3.000 
4, 0.900, 1.600, 225.000, 1.000 
4, 0.900, 1.600, 225.000, 3.000 
4, 0.900, 1.600, 225.000, 4.000 
4, 0.900, 1.600, 225.000, 8.000 
4, 0.900, 1.600, 225.000, 3.000 
4, 0.900, 1.600, 225.000, 1.000 
4, 0.900, 1.600, 225.000, 2.000 
4, 0.900, 1.600, 350.000, 9.000 
4, 0.900, 1.600, 350.000, 10.000 
4, 0.900, 1.600, 350.000, 3.000 
4, 0.900, 1.600, 350.000, 12.000 
4, 0.900, 1.600, 350.000, 3.000 
4, 0.900, 1.600, 350.000, 6.000 
4, 0.900, 1.600, 350.000, 2.000 
4, 0.900, 1.600, 350.000, 6.000 
4, 0.900, 1.600, 350.000, 2.000 
4, 0.900, 1.600, 350.000, 2.000 
4, 0.900, 1.600, 350.000, 9.000 
4, 0.900, 1.600, 350.000, 24.000 
4, 0.900, 1.600, 350.000, 11.000 
4, 0.900, 1.600, 350.000, 6.000 
4, 0.900, 1.600, 350.000, 3.000 
4, 0.900, 1.600, 350.000, 3.000 
4, 0.900, 1.600, 350.000, 9.000 
4, 0.900, 1.600, 350.000, 112.000 
4, 0.900, 1.600, 350.000, 5.000 
4, 0.900, 1.600, 350.000, 10.000 
4, 1.100, 1.600, 100.000, 78.000 
4, 1.100, 1.600, 100.000, 7.000 
4, 1.100, 1.600, 100.000, 19.000 
4, 1.100, 1.600, 100.000, 1.000 
4, 1.100, 1.600, 100.000, 4.000 
4, 1.100, 1.600, 100.000, 6.000 
4, 1.100, 1.600, 100.000, 65.000 
4, 1.100, 1.600, 100.000, 2.000 
4, 1.100, 1.600, 100.000, 1.000 
4, 1.100, 1.600, 100.000, 1.000 
4, 1.100, 1.600, 100.000, 5.000 
4, 1.100, 1.600, 100.000, 1.000 
4, 1.100, 1.600, 100.000, 6.000 
4, 1.100, 1.600, 100.000, 13.000 
4, 1.100, 1.600, 100.000, 16.000 
4, 1.100, 1.600, 100.000, 1.000 
4, 1.100, 1.600, 100.000, 1.000 
4, 1.100, 1.600, 100.000, 3.000 
4, 1.100, 1.600, 100.000, 2.000 
4, 1.100, 1.600, 100.000, 2.000 
4, 1.100, 1.600, 225.000, 18.000 
4, 1.100, 1.600, 225.000, 27.000 
4, 1.100, 1.600, 225.000, 15.000 
4, 1.100, 1.600, 225.000, 4.000 
4, 1.100, 1.600, 225.000, 23.000 
4, 1.100, 1.600, 225.000, 37.000 
4, 1.100, 1.600, 225.000, 3.000 
4, 1.100, 1.600, 225.000, 2.000 
4, 1.100, 1.600, 225.000, 5.000 
4, 1.100, 1.600, 225.000, 42.000 
4, 1.100, 1.600, 225.000, 45.000 
4, 1.100, 1.600, 225.000, 5.000 
4, 1.100, 1.600, 225.000, 10.000 
4, 1.100, 1.600, 225.000, 2.000 
4, 1.100, 1.600, 225.000, 1.000 
4, 1.100, 1.600, 225.000, 10.000 
4, 1.100, 1.600, 225.000, 1.000 
4, 1.100, 1.600, 225.000, 85.000 
4, 1.100, 1.600, 225.000, 2.000 
4, 1.100, 1.600, 350.000, 25.000 
4, 1.100, 1.600, 350.000, 27.000 
4, 1.100, 1.600, 350.000, 75.000 
4, 1.100, 1.600, 350.000, 105.000 
4, 1.100, 1.600, 350.000, 15.000 
4, 1.100, 1.600, 350.000, 12.000 
4, 1.100, 1.600, 350.000, 4.000 
4, 1.100, 1.600, 350.000, 14.000 
4, 1.100, 1.600, 350.000, 10.000 
4, 1.100, 1.600, 350.000, 6.000 
4, 1.100, 1.600, 350.000, 50.000 
4, 1.100, 1.600, 350.000, 34.000 
4, 1.100, 1.600, 350.000, 53.000 
4, 1.100, 1.600, 350.000, 14.000 
4, 1.100, 1.600, 350.000, 313.000 
4, 1.100, 1.600, 350.000, 2.000 
4, 1.100, 1.600, 350.000, 4.000 
4, 1.100, 1.600, 350.000, 129.000 
4, 1.100, 1.600, 350.000, 6.000 
4, 1.100, 1.600, 350.000, 7.000 
4, 0.900, 1.650, 100.000, 1.000 
4, 0.900, 1.650, 100.000, 1.000 
4, 0.900, 1.650, 100.000, 1.000 
4, 0.900, 1.650, 100.000, 1.000 
4, 0.900, 1.650, 100.000, 2.000 
4, 0.900, 1.650, 100.000, 3.000 
4, 0.900, 1.650, 100.000, 1.000 
4, 0.900, 1.650, 100.000, 3.000 
4, 0.900, 1.650, 100.000, 2.000 
4, 0.900, 1.650, 100.000, 1.000 
4, 0.900, 1.650, 100.000, 1.000 
4, 0.900, 1.650, 100.000, 1.000 
4, 0.900, 1.650, 100.000, 3.000 
4, 0.900, 1.650, 100.000, 2.000 
4, 0.900, 1.650, 100.000, 2.000 
4, 0.900, 1.650, 100.000, 1.000 
4, 0.900, 1.650, 100.000, 1.000 
