Data properties:
 
Recording date: 9/10/2008
Recording time : 14:59:50:358 (corresponds to time 0)
Study: Alasdair SD
Subject: AlasdairClarke
Recording: AC12
Screen resolution: 1600 x 1200
Coordinate unit: Pixels
 
 
Data: 
  
Timestamp	Number	GazepointX (L)	GazepointY (L)	CamX (L)	CamY (L)	Distance (L)	Pupil (L)	Validity (L)	GazepointX (R)	GazepointY (R)	CamX (R)	CamY (R)	Distance (R)	Pupil (R)	Validity (R)
357808	17947	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
357828	17948	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
357848	17949	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
357868	17950	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
357888	17951	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
357908	17952	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
357928	17953	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
357948	17954	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
357968	17955	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
357988	17956	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
358008	17957	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
358028	17958	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
358048	17959	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
358068	17960	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
358088	17961	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
358108	17962	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
358128	17963	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
358148	17964	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
358167	17965	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
358187	17966	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
358207	17967	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
358227	17968	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
358247	17969	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
358267	17970	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
358287	17971	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
358307	17972	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
358327	17973	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
358347	17974	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
358367	17975	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
358387	17976	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
358407	17977	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
358427	17978	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
358446	17979	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
358466	17980	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
358486	17981	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
358506	17982	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
358526	17983	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
358546	17984	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
358566	17985	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
358586	17986	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
358606	17987	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
358626	17988	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
358646	17989	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
358666	17990	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
358686	17991	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
358706	17992	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
358726	17993	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
358746	17994	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
358766	17995	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
358786	17996	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
358806	17997	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
358825	17998	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
358845	17999	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
358865	18000	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
358885	18001	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
358905	18002	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
358925	18003	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
358945	18004	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
358965	18005	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
358985	18006	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
359005	18007	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
359025	18008	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
359045	18009	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
359065	18010	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
359085	18011	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
359104	18012	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
359124	18013	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
359144	18014	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
359164	18015	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
359184	18016	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
359204	18017	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
359224	18018	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
359244	18019	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
359264	18020	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
359284	18021	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
359304	18022	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
359324	18023	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
359344	18024	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
359364	18025	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
359384	18026	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
359404	18027	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
359424	18028	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
359443	18029	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
359463	18030	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
359483	18031	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
359503	18032	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
359523	18033	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
359543	18034	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
359563	18035	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
359583	18036	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
359603	18037	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
359623	18038	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
359643	18039	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
359663	18040	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
359683	18041	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
359703	18042	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
359722	18043	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
359742	18044	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
359762	18045	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
359782	18046	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
359802	18047	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
359822	18048	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
359842	18049	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
359862	18050	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
359882	18051	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
359902	18052	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
359922	18053	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
359942	18054	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
359962	18055	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
359982	18056	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
360002	18057	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
360022	18058	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
360042	18059	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
360062	18060	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
360081	18061	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
360101	18062	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
360121	18063	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
360141	18064	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
360161	18065	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
360181	18066	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
360201	18067	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
360221	18068	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
360241	18069	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
360261	18070	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
360281	18071	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
360301	18072	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
360321	18073	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
360341	18074	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
360360	18075	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
360380	18076	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
360400	18077	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
360420	18078	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
360440	18079	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
360460	18080	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
360480	18081	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
360500	18082	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
360520	18083	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
360540	18084	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
360560	18085	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
360580	18086	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
360600	18087	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
360620	18088	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
360640	18089	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
360660	18090	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
360680	18091	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
360700	18092	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
360719	18093	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
360739	18094	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
360759	18095	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
360779	18096	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
360799	18097	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
360819	18098	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
360839	18099	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
360859	18100	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
360879	18101	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
360899	18102	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
360919	18103	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
360939	18104	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
360959	18105	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
360978	18106	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
360998	18107	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
361018	18108	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
361038	18109	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
361058	18110	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
361078	18111	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
361098	18112	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
361118	18113	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
361138	18114	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
361158	18115	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
361178	18116	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
361198	18117	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
361218	18118	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
361238	18119	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
361258	18120	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
361278	18121	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
361297	18122	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
361317	18123	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
361337	18124	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
361357	18125	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
361377	18126	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
361397	18127	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
361417	18128	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
361437	18129	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
361457	18130	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
361477	18131	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
361497	18132	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
361517	18133	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
361537	18134	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
361557	18135	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
361577	18136	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
361597	18137	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
361616	18138	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
361636	18139	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
361656	18140	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
361676	18141	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
361696	18142	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
361716	18143	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
361736	18144	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
361756	18145	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
361776	18146	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
361796	18147	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
361816	18148	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
361836	18149	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
361856	18150	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
361876	18151	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
361896	18152	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
361916	18153	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
361936	18154	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4	-1600	-1200	-1.000	-1.000	-1.000	-1.000	4
